,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy
88.0,276916.7269383743,261371.99911740253,103608.36024487275,146399.05364584018,661878.8757815935,0.0,6549825.984271915,538288.7260557768,4957431.942712133,6216.5016146923645,4144.33440979491,18193.961067421984,13845.836346918713,5227.439982348051,47046.959841132455,13054.057628331972,8868.65243215821,0.0,4185.405196173762,0.0,0.0,0.0,0.0,27691.672693837427,27691.672693837427,0.375,0.03749999999999999,0.1875,0.4855609758587429,7749993.586109285,61967.891537915224,0.029531228131343255,13054.057628331972,15.0,8000001,57.35896077947407,25.94711317812559,4.286205311862589,6.243108794119901,7999629.270421014,0.0,277.8941909259562,83.30607395759966,224.8868861497493,0.25717231871175533,0.17144821247450356,0.7719283081276561,2.8679480389737035,0.5189422635625118,4.670480372062607,9.811851062197501,4.946987000251687,0.0,4.8648640619458146,0.0,0.0,0.0,0.0,5.735896077947407,5.735896077947407,0.08625,0.008624999999999997,0.1875,0.3114672429687649,7999990.470685897,2.8110857254861505,0.02776110648783093,9.811851062197501,15.0,8000001
89.0,249892.24133099974,237789.82882841726,98491.64020479064,150442.51985368785,667655.5504601672,0.0,6595729.2193219345,487682.070159417,4983769.227218528,5909.498412287438,3939.6656081916262,18321.47005367204,12494.612066549988,4755.796576568346,42802.169189115106,11912.366221136417,8071.886040988152,0.0,3840.480180148266,0.0,0.0,0.0,0.0,24989.224133099975,24989.224133099975,0.375,0.03749999999999999,0.1875,0.48759190336992875,7751066.839941518,62297.107553093156,0.03018649399576046,11912.366221136417,15.0,8000001,58.579571120649774,26.499288408011786,4.377467319494247,6.416347339024111,7999620.137767457,0.0,284.9895583567809,85.07885952866155,230.68264507855727,0.26264803916965485,0.17509869277976992,0.7916376621021691,2.928978556032489,0.5299857681602358,4.769871913442122,10.020641023300813,5.052254288089424,0.0,4.968386735211389,0.0,0.0,0.0,0.0,5.857957112064978,5.857957112064978,0.08625,0.008624999999999997,0.1875,0.3114673675084308,7999990.206185343,2.8835327030403777,0.027814607972953802,10.020641023300813,15.0,8000001
90.0,225632.28341797696,216165.52357164287,93431.88851104201,154282.32719359043,674633.0754902891,0.0,6635855.90181545,441797.80698961986,5007542.588521836,5605.91331066252,3737.2755404416807,18432.933060598472,11281.614170898847,4323.310471432857,38909.79424289572,10890.42563572822,7363.262876213478,0.0,3527.1627595147415,0.0,0.0,0.0,0.0,22563.228341797694,22563.228341797694,0.375,0.03749999999999999,0.1875,0.48928609457022887,7752286.784295359,62594.27453223863,0.030809988026309056,10890.42563572822,15.0,8000001,59.826147816205186,27.063210857803657,4.4706668371578475,6.5932743717072,7999610.814056364,0.0,292.2326437514368,86.88935867400885,236.60173852206236,0.26824001022947086,0.17882667348631393,0.8117573437539911,2.991307390810259,0.5412642171560732,4.871377954404658,10.233872275622316,5.159760714899751,0.0,5.074111560722565,0.0,0.0,0.0,0.0,5.982614781620518,5.982614781620518,0.08625,0.008624999999999997,0.1875,0.31146749464844486,7999989.9360587895,2.9575213618356093,0.02786655082457223,10.233872275622316,15.0,8000001
91.0,203855.26050612686,196381.38797688406,88459.85600572264,157921.37791207514,682684.1257876493,0.0,6670698.9918115325,400236.64848301094,5029014.395836003,5307.591360343358,3538.394240228906,18529.7194216987,10192.763025306343,3927.6277595376814,35348.649835839125,9972.85709510676,6730.828044081351,0.0,3242.0290510254085,0.0,0.0,0.0,0.0,20385.526050612687,20385.526050612687,0.375,0.03749999999999999,0.1875,0.49066318319727775,7753619.766082193,62862.67209011602,0.03140205326173518,9972.85709510676,15.0,8000001,61.09924289319934,27.63913029352759,4.5658454674643005,6.773968208839559,7999601.295214767,0.0,299.62659836726374,88.73837318672693,242.6467901891597,0.273950728047858,0.18263381869857204,0.8322961065757326,3.054962144659967,0.5527826058705518,4.975043452834966,10.451639222965493,5.269553873021035,0.0,5.182085349944459,0.0,0.0,0.0,0.0,6.109924289319934,6.109924289319934,0.08625,0.008624999999999997,0.1875,0.31146762444436743,7999989.660186321,3.0330844982289342,0.027916990797853907,10.451639222965493,15.0,8000001
92.0,184305.71258233965,178316.75173737833,83601.089861388,161363.70030574471,691696.8561134539,0.0,6700716.889399685,362622.46431971795,5048420.157994891,5016.06539168328,3344.04359445552,18613.10247055468,9215.285629116983,3566.3350347475666,32097.0153127281,9146.681191588446,6164.559318658318,0.0,2982.1218729301286,0.0,0.0,0.0,0.0,18430.571258233966,18430.571258233966,0.375,0.03749999999999999,0.1875,0.4917421541213716,7755036.209832856,63105.24408678062,0.03196320735115566,9146.681191588446,15.0,8000001,62.39942009890554,28.227301785254664,4.663045658668117,6.958508847772919,7999591.577083155,0.0,307.174640452746,90.6267218841602,248.820479566259,0.27978273952008703,0.18652182634672468,0.8532628901465167,3.1199710049452767,0.5645460357050933,5.08091432134584,10.674038272796402,5.381682364795852,0.0,5.292355908000551,0.0,0.0,0.0,0.0,6.239942009890553,6.239942009890553,0.08625,0.008624999999999997,0.1875,0.3114677569529109,7999989.378445491,3.1102556057962865,0.02796598117607888,10.674038272796402,15.0,8000001
93.0,166752.6891925144,161850.80796719863,78876.40070018766,164614.24973721616,701572.6267505576,0.0,6726334.225652315,328603.49715971306,5065971.058399497,4732.58404201126,3155.0560280075065,18684.261737923098,8337.63445962572,3237.0161593439725,29133.145434095757,8400.88660623981,5656.012670429285,0.0,2744.8739358105254,0.0,0.0,0.0,0.0,16675.26891925144,16675.26891925144,0.375,0.03749999999999999,0.1875,0.49254134349195117,7756510.349562585,63324.63031441492,0.032494115706461046,8400.88660623981,15.0,8000001,63.727255148979204,28.82798581946297,4.762310726225761,7.146978000790238,7999581.655413636,0.0,314.8800566676107,92.55524096844218,255.12554310147658,0.2857386435735456,0.19049242904903044,0.8746668240766964,3.1863627574489604,0.5765597163892594,5.189037447503335,10.901167878642248,5.496195823938243,0.0,5.404972054704005,0.0,0.0,0.0,0.0,6.372725514897921,6.372725514897921,0.08625,0.008624999999999997,0.1875,0.31146789223197224,7999989.090711272,3.1890688901348456,0.028013572901822364,10.901167878642248,15.0,8000001
94.0,150987.99254966064,146864.78203994862,74302.33271467792,167678.72844060653,712224.1203557119,0.0,6747943.043899386,297852.77458960924,5081856.320201907,4458.139962880675,2972.093308587117,18744.286233053852,7549.399627483032,2937.2956407989723,26435.66076719075,7726.082728151818,5198.038176573579,0.0,2528.044551578239,0.0,0.0,0.0,0.0,15098.799254966065,15098.799254966065,0.375,0.03749999999999999,0.1875,0.4930784419997546,7758019.938844707,63523.196062124334,0.03299556655587313,7726.082728151818,15.0,8000001,65.08333598085191,29.44144841376828,4.863684874463584,7.339459130219915,7999571.525868066,0.0,322.7462035332052,94.5247843946202,261.56477541390194,0.29182109246781507,0.1945473949785434,0.896517232036681,3.2541667990425958,0.5888289682753657,5.299460714478291,11.133128583381616,5.613144937350132,0.0,5.519983646031484,0.0,0.0,0.0,0.0,6.5083335980851915,6.5083335980851915,0.08625,0.008624999999999997,0.1875,0.31146803034066395,7999988.796855994,3.2695592839788636,0.028059814700224457,11.133128583381616,15.0,8000001
95.0,136824.37530044693,133243.54461455767,69891.62485843421,170563.42399015598,723573.7756388177,0.0,6765904.25559758,270067.91991500463,5096245.392952819,4193.497491506053,2795.6649943373686,18794.178487771056,6841.218765022347,2664.8708922911537,23983.838030620384,7114.219283435527,4784.551689242677,0.0,2329.6675941928506,0.0,0.0,0.0,0.0,13682.437530044694,13682.437530044694,0.375,0.03749999999999999,0.1875,0.4933704997486998,7759545.951151403,63703.05944902781,0.03346844801194506,7114.219283435527,15.0,8000001,66.46826301246062,30.0679612340724,4.967213218390454,7.536037484419501,7999561.184016135,0.0,330.7765089137764,96.53622424653302,268.14103052846434,0.29803279310342723,0.19868852873561818,0.9188236358716011,3.3234131506230313,0.601359224681448,5.412233022133032,11.370023063444876,5.732581467396229,0.0,5.637441596048646,0.0,0.0,0.0,0.0,6.646826301246063,6.646826301246063,0.08625,0.008624999999999997,0.1875,0.3114681713393431,7999988.496749294,3.3517624626354965,0.028104753194865932,11.370023063444876,15.0,8000001
96.0,124093.75501104217,120876.76866585742,65653.65434398771,173275.06589268558,735552.4783734808,0.0,6780549.277712939,244970.5236768996,5109289.959422893,3939.2192606392628,2626.1461737595087,18834.859104758165,6204.687750552109,2417.5353733171487,21757.818359854336,6558.35950600232,4410.350742724329,0.0,2148.0087632779905,0.0,0.0,0.0,0.0,12409.375501104218,12409.375501104218,0.375,0.03749999999999999,0.1875,0.49343393177085304,7761072.2797633195,63866.1165095216,0.033913727204524804,6558.35950600232,15.0,8000001,67.8826494064226,30.70780171417984,5.072941805687839,7.736800134635289,7999550.62533341,0.0,338.97447352927963,98.59045112060244,274.8572231369404,0.30437650834127034,0.20291767222751358,0.9415957598035546,3.39413247032113,0.6141560342835969,5.527404308552372,11.6119561739436,5.85455827464688,0.0,5.757397899296719,0.0,0.0,0.0,0.0,6.78826494064226,6.78826494064226,0.08625,0.008624999999999997,0.1875,0.31146831528964203,7999988.190258061,3.4357148597473968,0.02814843301673259,11.6119561739436,15.0,8000001
97.0,112645.48759228065,109659.71689133717,61594.856291977696,175820.69946716583,748098.4620795642,0.0,6792181.777677667,222305.20448361782,5121125.7664902825,3695.6913775186613,2463.794251679108,18867.171604660187,5632.274379614033,2193.1943378267433,19738.749040440693,6052.49612261202,4070.9656257556207,0.0,1981.5304968563999,0.0,0.0,0.0,0.0,11264.548759228066,11264.548759228066,0.375,0.03749999999999999,0.1875,0.49328452361725184,7762585.444240849,64014.064079370524,0.034332431477788715,6052.49612261202,15.0,8000001,69.32712133976993,31.36125317793415,5.180917638907915,7.9418360127454966,7999539.845199331,0.0,347.34367250036405,100.68837451770408,281.71632988565085,0.3108550583344749,0.2072367055563166,0.9648435347232335,3.4663560669884967,0.627225063558683,5.645025572028147,11.859034994748392,5.979129341098636,0.0,5.8799056536497565,0.0,0.0,0.0,0.0,6.9327121339769935,6.9327121339769935,0.08625,0.008624999999999997,0.1875,0.3114684622544968,7999987.877246348,3.521453683388925,0.028190896906718547,11.859034994748392,15.0,8000001
98.0,102344.72708887281,99493.73330217086,57719.11548535072,178207.5759715119,761156.3801453592,0.0,6801079.468006727,201838.46039104369,5131874.287443497,3463.146929121043,2308.764619414029,18891.8874111298,5117.23635444364,1989.8746660434176,17908.871994390756,5591.4016118249765,3762.5384673457224,0.0,1828.8631444792538,0.0,0.0,0.0,0.0,10234.47270888728,10234.47270888728,0.375,0.03749999999999999,0.1875,0.4929374367472423,7764074.30854313,64148.42057449114,0.03472563160939939,5591.4016118249765,15.0,8000001,70.80231827935913,32.02860496392639,5.291188697908436,8.151235949895938,7999528.838895186,0.0,355.8877569261993,102.83092324328553,288.72139069040907,0.3174713218745061,0.21164754791633747,0.9885771025727759,3.5401159139679566,0.6405720992785279,5.76514889350675,12.111368877534648,6.106349793882374,0.0,6.005019083652274,0.0,0.0,0.0,0.0,7.080231827935913,7.080231827935913,0.08625,0.008624999999999997,0.1875,0.31146861229817596,7999987.557575355,3.6090169325029966,0.028232185812087494,12.111368877534648,15.0,8000001
99.0,93070.8883418775,90286.5013679762,54028.127862618465,180443.05780927432,774676.5186648305,0.0,6807495.905953416,183357.38970985368,5141644.22522604,3241.6876717571076,2161.1251145047386,18909.7108498706,4653.5444170938745,1805.7300273595242,16251.570246235719,5170.505938303385,3481.7246936277047,0.0,1688.7812446756802,0.0,0.0,0.0,0.0,9307.088834187749,9307.088834187749,0.375,0.03749999999999999,0.1875,0.49240721364350976,7765529.8143281,64270.5447815074,0.035094426978043505,5170.505938303385,15.0,8000001,72.30889326307279,32.710152552829456,5.403803962551246,8.365092716038202,7999517.601602013,0.0,364.61045549581894,105.01904581590225,295.87551007929665,0.32422823775307474,0.21615215850204983,1.0128068208217194,3.6154446631536397,0.6542030510565892,5.887827459509302,12.369069493816365,6.236275929469048,0.0,6.132793564347316,0.0,0.0,0.0,0.0,7.230889326307279,7.230889326307279,0.08625,0.008624999999999997,0.1875,0.31146876548631147,7999987.231103325,3.6984434136857813,0.02827233897728237,12.369069493816365,15.0,8000001
100.0,84716.22108600303,81952.1208749557,50521.730698121195,182534.5375812434,788614.1252471588,0.0,6811662.264512507,166668.34196095873,5150532.867387277,3031.3038418872716,2020.869227924848,18921.2840680903,4235.811054300151,1639.0424174991142,14751.381757492025,4785.796349197177,3225.6123978100754,0.0,1560.1839513871016,0.0,0.0,0.0,0.0,8471.622108600302,8471.622108600302,0.375,0.03749999999999999,0.1875,0.4917077827182837,7766944.7317206245,64381.652794634356,0.0354399325819346,4785.796349197177,15.0,8000001,73.84751318693549,33.40619769741295,5.518813435689929,8.583501060381394,7999506.128398492,0.0,373.51557613367424,107.25371088434844,303.18185856384673,0.3311288061413957,0.2207525374275972,1.037543267037984,3.6923756593467743,0.668123953948259,6.013115585534331,12.63225088398854,6.368965238383447,0.0,6.263285645605092,0.0,0.0,0.0,0.0,7.3847513186935485,7.3847513186935485,0.08625,0.008624999999999997,0.1875,0.3114689218859273,7999986.89768551,3.789772758326489,0.028311394029447854,12.63225088398854,15.0,8000001
101.0,77184.49835326815,74411.04668823666,47198.20142345309,184489.3697256479,802928.8338251609,0.0,6813789.049984224,151595.5450415048,5158627.304063991,2831.892085407185,1887.9280569381237,18927.191805511735,3859.2249176634077,1488.2209337647332,13393.988403882599,4433.73492025976,2991.6560952924065,0.0,1442.0788249673528,0.0,0.0,0.0,0.0,7718.449835326815,7718.449835326815,0.375,0.03749999999999999,0.1875,0.4908524631635047,7768313.42885089,64482.833240445725,0.03576326779418748,4433.73492025976,15.0,8000001,75.41885909826435,34.11704855529389,5.636268166470592,8.806557752769448,7999494.414258755,0.0,382.6070076801046,109.53590765355824,310.6436740392356,0.3381760899882355,0.2254507266588237,1.062797243555846,3.7709429549132176,0.6823409711058779,6.1410687399529005,12.901029507398793,6.504476430436323,0.0,6.396553076962468,0.0,0.0,0.0,0.0,7.541885909826435,7.541885909826435,0.08625,0.008624999999999997,0.1875,0.3114690815654697,7999986.557174088,3.8830454401097647,0.028349387059004277,12.901029507398793,15.0,8000001
102.0,70389.81807119749,67589.92483450013,44054.52579525575,186314.81350434903,817584.1692956215,0.0,6814067.748499069,137979.7429056976,5166005.520395807,2643.271547715345,1762.18103181023,18927.96596805297,3519.4909035598744,1351.7984966900026,12166.186470210023,4111.19041394246,2777.622066646761,0.0,1333.5683472956987,0.0,0.0,0.0,0.0,7038.981807119749,7038.981807119749,0.375,0.03749999999999999,0.1875,0.4898539699461139,7769631.660700388,64575.060933064975,0.0360655467302083,4111.19041394246,15.0,8000001,77.02362649498158,34.843019824481104,5.756220273968649,9.034361625997029,7999482.4540501805,0.0,391.8887216074508,111.86664631946269,318.264263214093,0.34537321643811897,0.230248810958746,1.0885797822429188,3.851181324749079,0.6968603964896222,6.271743568406599,13.1755242934698,6.642869460485733,0.0,6.5326548329840675,0.0,0.0,0.0,0.0,7.702362649498158,7.702362649498158,0.08625,0.008624999999999997,0.1875,0.3114692445948393,7999986.209418108,3.9783027928883135,0.028386352695589045,13.1755242934698,15.0,8000001
103.0,64255.51404129536,61421.35465800702,41086.63665677754,188017.98613193948,832547.1188663408,0.0,6812672.38964563,125676.86869930237,5172737.37452429,2465.1981994066523,1643.4654662711018,18924.08997123786,3212.775702064768,1228.4270931601404,11055.843838441262,3815.3817064904056,2581.5430657669867,0.0,1233.8386407234188,0.0,0.0,0.0,0.0,6425.551404129536,6425.551404129536,0.375,0.03749999999999999,0.1875,0.48872441916869597,7770896.377211273,64659.20909915248,0.0363478700963879,3815.3817064904056,15.0,8000001,78.66252563121556,35.58443288177013,5.878722971183332,9.267013619077863,7999470.242531131,0.0,401.3647737725492,114.24695851298569,326.04700307054975,0.35272337827099987,0.2351489188473333,1.1149021493681923,3.933126281560778,0.7116886576354026,6.405197918718623,13.45585669389402,6.7842055547384525,0.0,6.671651139155567,0.0,0.0,0.0,0.0,7.866252563121556,7.866252563121556,0.08625,0.008624999999999997,0.1875,0.3114694110454195,7999985.8542634165,4.0755870289334934,0.028422324179660303,13.45585669389402,15.0,8000001
104.0,58713.17073428526,55843.60015055878,38289.62491404659,189605.82490240823,847787.7594189179,0.0,6809761.019879776,114556.77088484404,5178885.47185125,2297.3774948427954,1531.5849965618636,18916.002832999377,2935.658536714263,1116.8720030111756,10051.84802710058,3543.8305930606075,2401.680622956701,0.0,1142.1499701039063,0.0,0.0,0.0,0.0,5871.317073428526,5871.317073428526,0.375,0.03749999999999999,0.1875,0.4874753340131634,7772105.550183538,64736.06030613309,0.036611318387512345,3543.8305930606075,15.0,8000001,80.33628182932115,36.34161592404927,6.0038305894107555,9.504616821480223,7999457.774348636,0.0,411.039306206363,116.67789775337042,333.9953423551622,0.3602298353646453,0.24015322357643024,1.1417758505732305,4.016814091466058,0.7268323184809855,6.541490866328869,13.742150735922994,6.928547237602586,0.0,6.813603498320408,0.0,0.0,0.0,0.0,8.033628182932116,8.033628182932116,0.08625,0.008624999999999997,0.1875,0.3114695809901108,7999985.491552596,4.174941257571871,0.028457333430037035,13.742150735922994,15.0,8000001
105.0,53701.73529122992,50800.268804746476,35657.924586497604,191085.0572379657,863278.9321477,0.0,6805477.081931854,104502.00409597639,5184505.945618884,2139.4754751898563,1426.3169834599043,18904.10300536626,2685.086764561496,1016.0053760949297,9144.048384854366,3294.322218575087,2236.4935295611995,0.0,1057.8286890138875,0.0,0.0,0.0,0.0,5370.173529122992,5370.173529122992,0.375,0.03749999999999999,0.1875,0.48611765146714947,7773258.01817553,64806.31621944651,0.03685694630159317,3294.322218575087,15.0,8000001,82.04563579845157,37.11490411257581,6.131598603015474,9.747276518345165,7999445.044036035,0.0,420.9165489415258,119.16053991102737,342.1128031013594,0.36789591618092843,0.24526394412061897,1.1692126359486827,4.1022817899225785,0.7422980822515162,6.680682740263646,14.034533076773663,7.075958359102735,0.0,6.958574717670927,0.0,0.0,0.0,0.0,8.204563579845157,8.204563579845157,0.08625,0.008624999999999997,0.1875,0.31146975450336234,7999985.121124887,4.276409504215805,0.028491411107631925,14.034533076773663,15.0,8000001
106.0,49166.7195823531,46239.97238087869,33185.47392535224,192462.17766195553,878995.9573026635,0.0,6799950.699146789,95406.69196323179,5189649.153183313,1991.1284355211344,1327.4189570140898,18888.751942074414,2458.335979117655,924.7994476175738,8323.195028558164,3064.8717308101636,2084.611372639721,0.0,980.2603581704424,0.0,0.0,0.0,0.0,4916.67195823531,4916.67195823531,0.375,0.03749999999999999,0.1875,0.4846617300042101,7774353.348412684,64870.60630596563,0.037085778244546626,3064.8717308101636,15.0,8000001,83.79134395981903,37.904639720285076,6.262083654619766,9.995100236703738,7999432.046010559,0.0,431.0008218785824,121.6959836801041,350.40298218407605,0.37572501927718593,0.2504833461847907,1.1972245052182846,4.189567197990952,0.7580927944057015,6.822835149651314,14.333133059174958,7.226504122869404,0.0,7.106628936305555,0.0,0.0,0.0,0.0,8.379134395981904,8.379134395981904,0.08625,0.008624999999999997,0.1875,0.3114699316612044,7999984.742816118,4.38003672979636,0.028524586675615235,14.333133059174958,15.0,8000001
107.0,45059.48500250699,42115.98070668414,30865.854645115953,193743.43077877094,894916.3831256354,0.0,6793299.865741275,87175.46570919114,5194360.296627146,1851.9512787069573,1234.6341858046383,18870.277404836877,2252.9742501253495,842.3196141336828,7580.876527203145,2853.6960296771645,1944.81221127837,0.0,908.8838183987945,0.0,0.0,0.0,0.0,4505.948500250699,4505.948500250699,0.375,0.03749999999999999,0.1875,0.4831173583537706,7775391.714576102,64929.495591652376,0.03729880480269618,2853.6960296771645,15.0,8000001,85.57417877878059,38.71117228219478,6.395343580729198,10.24819779271032,7999418.774570885,0.0,441.2965366917367,124.28535106097537,358.8695529072447,0.38372061484375186,0.25581374322916794,1.225823713032602,4.27870893893903,0.7742234456438957,6.9680110107950615,14.638082768077982,7.380251114714343,0.0,7.257831653363639,0.0,0.0,0.0,0.0,8.55741787787806,8.55741787787806,0.08625,0.008624999999999997,0.1875,0.3114701125412823,7999984.356458637,4.485868850606953,0.02855688845623279,14.638082768077982,15.0,8000001
108.0,41336.602763815856,38385.876948195495,28692.411304127163,194934.79942549803,911019.7640873323,0.0,6785631.54547102,79722.47971201135,5198679.975626946,1721.5446782476297,1147.6964521650866,18848.97651519728,2066.8301381907927,767.7175389639099,6909.457850675189,2659.189707497288,1816.0036630773575,0.0,843.1860444199305,0.0,0.0,0.0,0.0,4133.660276381585,4133.660276381585,0.375,0.03749999999999999,0.1875,0.48149376545812717,7776373.789270364,64983.49157240039,0.037496980067904535,2659.189707497288,15.0,8000001,87.3949291038915,39.53485874896901,6.531437437812525,10.506681339909854,7999405.223894608,0.0,451.8081987749274,126.9297878528605,367.51626662484034,0.39188624626875146,0.26125749751250105,1.2550227743747984,4.369746455194575,0.7906971749793802,7.116274574814422,14.949517088553808,7.537267331803926,0.0,7.4122497567498815,0.0,0.0,0.0,0.0,8.73949291038915,8.73949291038915,0.08625,0.008624999999999997,0.1875,0.3114702972228914,7999983.961881236,4.5939527585664095,0.028588343684485255,14.949517088553808,15.0,8000001
109.0,37959.28269966085,35011.22061202968,26658.352815432325,196041.99724049817,927287.4643564667,0.0,6777042.682275902,72970.50331169053,5202644.679778833,1599.5011689259395,1066.3341126172932,18825.118561877505,1897.9641349830424,700.2244122405937,6302.019710165343,2479.9044509938203,1697.2068099687642,0.0,782.6976410250561,0.0,0.0,0.0,0.0,3795.928269966085,3795.928269966085,0.375,0.03749999999999999,0.1875,0.4797996316741942,7777300.649944059,65033.050368104115,0.03768121970782599,2479.9044509938203,15.0,8000001,89.25440051307,40.376063643706935,6.670425528853399,10.770665418557478,7999391.388035686,0.0,462.54040922907524,129.63046415677692,376.34695439617786,0.40022553173120395,0.26681702115413597,1.2848344700807646,4.4627200256535,0.8075212728741388,7.267691455867248,15.267573764903371,7.697622212442912,0.0,7.569951552460459,0.0,0.0,0.0,0.0,8.925440051307,8.925440051307,0.08625,0.008624999999999997,0.1875,0.3114704857870103,7999983.558909072,4.704336341910181,0.02861897855886266,15.267573764903371,15.0,8000001
110.0,34892.86395860467,31957.222785022048,24756.8379824738,197070.46497177024,943702.483100752,0.0,6767621.127201365,66850.08674362671,5206287.226904042,1485.410278948428,990.2735192989521,18798.94757555935,1744.6431979302336,639.144455700441,5752.300101303968,2314.5313159797633,1587.5424445428614,0.0,726.9888714369022,0.0,0.0,0.0,0.0,3489.286395860467,3489.286395860467,0.375,0.03749999999999999,0.1875,0.4780431012390384,7778173.697045743,65078.58220147775,0.037852399681943726,2314.5313159797633,15.0,8000001,91.15341566701922,41.23515922202361,6.812369430391087,11.040267006009895,7999377.2609218005,0.0,473.4978668913576,132.38857488904284,385.3655286761817,0.4087421658234652,0.2724947772156435,1.3152718524759934,4.557670783350961,0.8247031844404722,7.422328659964251,15.592393461004297,7.86138666648099,0.0,7.731006794523307,0.0,0.0,0.0,0.0,9.115341566701922,9.115341566701922,0.08625,0.008624999999999997,0.1875,0.31147067831633896,7999983.147363581,4.817068506318708,0.028648818289315404,15.592393461004297,15.0,8000001
111.0,32106.36139706526,29192.43671775826,22981.046845628287,198025.36992163726,960249.2987640998,0.0,6757446.486353802,61298.79811482352,5209637.153215,1378.8628107376971,919.2418738251315,18770.684684316115,1605.3180698532628,583.8487343551653,5254.638609196487,2161.8853976539517,1486.219267518755,0.0,675.6661301351966,0.0,0.0,0.0,0.0,3210.6361397065257,3210.6361397065257,0.375,0.03749999999999999,0.1875,0.47623179598196447,7778994.583232725,65120.45627513047,0.03801135551243348,2161.8853976539517,15.0,8000001,93.09281467005758,42.11252563549044,6.957332020066904,11.31560556820814,7999362.836351716,0.0,484.68537040739034,135.20534030554802,394.57598504136274,0.4174399212040142,0.2782932808026762,1.3463482511316398,4.6546407335028785,0.842250512709809,7.580254614388279,15.924119821920193,8.02863310635504,0.0,7.895486715565154,0.0,0.0,0.0,0.0,9.309281467005757,9.309281467005757,0.08625,0.008624999999999997,0.1875,0.31147087489533426,7999982.727062428,4.932199196492135,0.028677887142629685,15.924119821920193,15.0,8000001
112.0,29572.061942868968,26688.46575395009,21324.23950375769,198911.60799337455,976913.7299092921,0.0,6746590.894896751,56260.52769681906,5212721.060625916,1279.4543702254614,852.9695801503076,18740.530263602086,1478.6030971434484,533.7693150790019,4803.923835711017,2020.89250885931,1392.5237186187408,0.0,628.3687902405692,0.0,0.0,0.0,0.0,2957.206194286897,2957.206194286897,0.375,0.03749999999999999,0.1875,0.4743728302331413,7779765.152502863,65159.00511294832,0.038158882027247834,2020.89250885931,15.0,8000001,95.07345543850947,43.00855109850485,7.105377504692918,11.59680311227253,7999348.107992514,0.0,496.1078203472098,138.0820065370143,403.9824039522469,0.4263226502815751,0.2842151001877168,1.3780772787422495,4.753672771925474,0.8601710219700971,7.741539197730875,16.262899536798223,8.199435478780059,0.0,8.063464058018164,0.0,0.0,0.0,0.0,9.507345543850947,9.507345543850947,0.08625,0.008624999999999997,0.1875,0.3114710756102459,7999982.297819398,5.049779418180659,0.028706208485365963,16.262899536798223,15.0,8000001
113.0,27265.165674971548,24419.689746167795,19779.803946019674,199733.8078694416,993682.8105805813,0.0,6735119.722182812,51684.85542113934,5215562.9259424275,1186.7882367611805,791.192157840787,18708.665894952257,1363.2582837485775,488.3937949233559,4395.544154310203,1890.5775502247766,1305.811180607768,0.0,584.7663696170086,0.0,0.0,0.0,0.0,2726.516567497155,2726.516567497155,0.375,0.03749999999999999,0.1875,0.4724728268501653,7780487.3881845325,65194.528424964294,0.03829573350097212,1890.5775502247766,15.0,8000001,97.09621407681152,43.923632058660566,7.256571448859108,11.883984240230864,7999333.069376825,0.0,507.7702213659722,141.01984613547208,413.5889525530229,0.43539428693154647,0.29026285795436435,1.4104728371277004,4.854810703840576,0.8784726411732114,7.906253770558902,16.608882403081473,8.373869297102019,0.0,8.235013105979455,0.0,0.0,0.0,0.0,9.709621407681151,9.709621407681151,0.08625,0.008624999999999997,0.1875,0.3114712805491569,7999981.859444326,5.169861260680129,0.028733804824507044,16.608882403081473,15.0,8000001
114.0,25163.4668314277,22363.01043613257,18341.294298102686,200496.33690980845,1010544.6784415884,0.0,6723092.213082933,47526.47726756027,5218184.376162396,1100.477657886161,733.6517719241075,18675.25614745259,1258.173341571385,447.2602087226513,4025.341878503862,1770.0543134734028,1225.4983425563983,0.0,544.5559709170045,0.0,0.0,0.0,0.0,2516.34668314277,2516.34668314277,0.375,0.03749999999999999,0.1875,0.47053793425999807,7781163.368792081,65227.29654861787,0.038422624126834566,1770.0543134734028,15.0,8000001,99.16198526149486,44.858173370689876,7.410980804095128,12.1772762039018,7999317.713899964,0.0,519.6776844102995,144.02015863218475,423.3998865091858,0.4446588482457076,0.29643923216380513,1.4435491233619433,4.958099263074743,0.8971634674137976,8.074471206724178,16.962221392063007,8.552011674326296,0.0,8.410209717736713,0.0,0.0,0.0,0.0,9.916198526149486,9.916198526149486,0.08625,0.008624999999999997,0.1875,0.3114714898020203,7999981.411743006,5.2924979198025826,0.028760697845953743,16.962221392063007,15.0,8000001
