,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,base,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy,policy
9.0,9.980084824341272,2.120268896352536,0.1047000712278478,0.010944993374496025,7999985.880577664,0.0,2.903423539945734,12.100353720693809,3.4408944429934154,0.006282004273670867,0.0041880028491139126,0.00806506538873815,0.4990042412170636,0.04240537792705072,0.3816484013434565,4.140074462585988,3.7425247901145458,0.0,0.3975496724714426,0.0,0.0,0.0,0.0,0.9980084824341272,0.9980084824341272,0.375,0.03749999999999999,0.1875,0.17522371207434126,8000000.884354925,0.0430111751610208,0.003180857057903351,4.140074462585988,15.0,8000001,9.980084824341272,2.120268896352536,0.1047000712278478,0.010944993374496025,7999985.880577664,0.0,2.903423539945734,12.100353720693809,3.4408944429934154,0.006282004273670867,0.0041880028491139126,0.00806506538873815,0.4990042412170636,0.04240537792705072,0.3816484013434565,4.140074462585988,3.7425247901145458,0.0,0.3975496724714426,0.0,0.0,0.0,0.0,0.9980084824341272,0.9980084824341272,0.375,0.03749999999999999,0.1875,0.17522371207434126,8000000.884354925,0.0430111751610208,0.003180857057903351,4.140074462585988,15.0,8000001
10.0,13.000348908258946,2.774642645761953,0.1410805507850269,0.015817847901545806,7999981.159690935,0.0,3.9084191024290216,15.774991554020898,4.58089435115087,0.008464833047101614,0.005643222031401077,0.010856719728969504,0.6500174454129473,0.05549285291523905,0.4994356762371515,5.39536306175286,4.8751188456980765,0.0,0.5202442160547834,0.0,0.0,0.0,0.0,1.3000348908258945,1.3000348908258945,0.375,0.03749999999999999,0.1875,0.17588869295177037,8000000.843101591,0.05726117223173935,0.0034530043020031334,5.39536306175286,15.0,8000001,13.000348908258946,2.774642645761953,0.1410805507850269,0.015817847901545806,7999981.159690935,0.0,3.9084191024290216,15.774991554020898,4.58089435115087,0.008464833047101614,0.005643222031401077,0.010856719728969504,0.6500174454129473,0.05549285291523905,0.4994356762371515,1.6415215505653409,1.1212773345105576,0.0,0.5202442160547834,0.0,0.0,0.0,0.0,1.3000348908258945,1.3000348908258945,0.08625,0.008624999999999997,0.1875,0.17588869295177037,8000000.843101591,0.05726117223173935,0.0034530043020031334,1.6415215505653409,15.0,8000001
11.0,16.93706703950198,3.62485159187826,0.1882438994907614,0.022348781135867083,7999975.007868015,0.0,5.219620663385547,20.561918631380237,6.066010115182553,0.011294633969445684,0.007529755979630457,0.014498946287182075,0.8468533519750989,0.0724970318375652,0.6524732865380868,7.031037154349544,6.351379671206227,0.0,0.6796574831433174,0.0,0.0,0.0,0.0,1.6937067039501978,1.6937067039501978,0.375,0.03749999999999999,0.1875,0.17628956017490757,8000000.78940731,0.07582511696164228,0.003684263743631181,7.031037154349544,15.0,8000001,12.76373599829924,3.438937043712976,0.18707422909610064,0.022337590877742904,7999979.477941366,0.0,5.109973761207836,16.202673042012215,5.868119106617558,0.011224453745766038,0.007482969163844026,0.014194371558910656,0.638186799914962,0.06877874087425953,0.6190086678683356,1.7456682749361399,1.1008692970409728,0.0,0.6447989778951669,0.0,0.0,0.0,0.0,1.276373599829924,1.276373599829924,0.08625,0.008624999999999997,0.1875,0.21224504344413367,8000000.790588169,0.07335147966378452,0.00380660148028565,1.7456682749361399,15.0,8000001
12.0,22.067797824530366,4.730789570930556,0.24943924264132875,0.03103017513920347,7999966.991479611,0.0,6.929463565670836,26.79858739546092,8.000936375823931,0.014966354558479725,0.009977569705653149,0.01924850990464121,1.1033898912265183,0.09461579141861112,0.8515421227675001,9.162408599815958,8.275389294960949,0.0,0.8870193048550093,0.0,0.0,0.0,0.0,2.2067797824530366,2.2067797824530366,0.375,0.03749999999999999,0.1875,0.1765313037258018,8000000.719530572,0.10001169219633761,0.003878317947005047,9.162408599815958,15.0,8000001,12.6495605668731,3.967076527659508,0.23997966022491798,0.030844544939653207,7999977.703265494,0.0,6.409273194153565,16.61663709453261,7.137986753400024,0.014398779613495078,0.00959918640899672,0.01780353665042657,0.6324780283436551,0.07934153055319017,0.7140737749787115,1.83484616668884,1.0910214586637739,0.0,0.7438247080250662,0.0,0.0,0.0,0.0,1.2649560566873101,1.2649560566873101,0.08625,0.008624999999999997,0.1875,0.2387412389817913,8000000.729175783,0.08922482326439739,0.004321182709530959,1.83484616668884,15.0,8000001
13.0,28.75427120236283,6.170389165205748,0.3289114124010848,0.04250311232894273,7999956.545448573,0.0,9.158476526149261,34.92466036756858,10.52208109744016,0.019734684744065086,0.013156456496043393,0.025440212572636837,1.4377135601181414,0.12340778330411498,1.1106700497370345,11.939733876389395,10.782792283149776,0.0,1.1569415932396196,0.0,0.0,0.0,0.0,2.875427120236283,2.875427120236283,0.375,0.03749999999999999,0.1875,0.17667714160323342,8000000.628585467,0.13152599727725234,0.004039420713007335,11.939733876389395,15.0,8000001,12.628773651520438,4.393484949970927,0.29688904099300745,0.04155466651319888,7999975.848843942,0.0,7.790453736432989,17.022258601491366,8.401242022730973,0.017813342459580446,0.011875561639720299,0.02164014926786941,0.6314386825760219,0.08786969899941854,0.7908272909947669,1.9130042221923411,1.0892283490947268,0.0,0.8237758730976144,0.0,0.0,0.0,0.0,1.2628773651520437,1.2628773651520437,0.08625,0.008624999999999997,0.1875,0.2581023501538158,8000000.66155628,0.10501551215719813,0.004946252756528826,1.9130042221923411,15.0,8000001
14.0,37.467888488005364,8.045113492517462,0.4321997577817838,0.05760282097946939,7999942.933414935,0.0,12.063780495089356,45.51300198052283,13.807181594822035,0.025931985466907025,0.017287990311271352,0.03351050137524821,1.8733944244002683,0.16090226985034925,1.448120428653143,15.558804983808985,14.050357060486649,0.0,1.5084479233223362,0.0,0.0,0.0,0.0,3.7467888488005365,3.7467888488005365,0.375,0.03749999999999999,0.1875,0.1767651691259642,8000000.510197411,0.17258974836155688,0.0041719463587754635,15.558804983808985,15.0,8000001,12.679568731566446,4.744050892716501,0.3557419163693756,0.054585134073067844,7999973.924373449,0.0,9.241679862623297,17.42361962428295,9.66609840823695,0.021344514982162534,0.014229676654775023,0.02567133295173138,0.6339784365783223,0.09488101785433004,0.8539291606889703,1.9831157354135291,1.0936091579087597,0.0,0.8895065775047695,0.0,0.0,0.0,0.0,1.2679568731566446,1.2679568731566446,0.08625,0.008624999999999997,0.1875,0.2722770007045386,8000000.589672936,0.12082621499968499,0.005647069972570651,1.9831157354135291,15.0,8000001
15.0,48.822951817005006,10.487107067363874,0.5665282162194553,0.07741778993061174,7999925.195828438,0.0,15.850166663355036,59.31005888436888,18.087833977823724,0.033991692973167315,0.02266112864877821,0.04402824073154177,2.4411475908502505,0.20974214134727748,1.8876792721254976,20.274749022887796,18.30843492150623,0.0,1.9663141013815675,0.0,0.0,0.0,0.0,4.882295181700501,4.882295181700501,0.375,0.03749999999999999,0.1875,0.17681835534524723,8000000.356053986,0.2260978964605595,0.0042801028594981845,20.274749022887796,15.0,8000001,12.785583858961726,5.038247470195963,0.4151030829672868,0.06998365405536687,7999971.936927288,0.0,10.754154631484461,17.823831329157688,10.938869651253002,0.024906184978037208,0.016604123318691474,0.029872651754123503,0.6392791929480863,0.10076494940391927,0.9068845446352733,2.0474206945765525,1.1027526685153453,0.0,0.944668026061207,0.0,0.0,0.0,0.0,1.2785583858961727,1.2785583858961727,0.08625,0.008624999999999997,0.1875,0.28266916226669986,8000000.514913249,0.13673585354868084,0.006397704359458249,2.0474206945765525,15.0,8000001
16.0,63.61996404536494,13.668509550141897,0.7413141472979747,0.10336672004777059,7999902.082311063,0.0,20.784534464579252,77.28847359550683,23.665819024315912,0.04447884883787848,0.029652565891918992,0.05773481795716459,3.180998202268247,0.273370191002838,2.4603317190255414,26.42000816748989,23.857194045084093,0.0,2.562814122405795,0.0,0.0,0.0,0.0,6.361996404536494,6.361996404536494,0.375,0.03749999999999999,0.1875,0.17685055628963173,8000000.1553191235,0.2958227008261113,0.004367764324639025,26.42000816748989,15.0,8000001,12.934550258847223,5.290725736424117,0.47399676227245613,0.08775004460397447,7999969.891601936,0.0,12.321375247869973,18.22527599527134,12.224444474248033,0.028439805736347367,0.018959870490898246,0.03422604235519437,0.6467275129423611,0.10581451472848236,0.9523306325563411,2.107607987829037,1.115600700076352,0.0,0.9920072877526849,0.0,0.0,0.0,0.0,1.2934550258847222,1.2934550258847222,0.08625,0.008624999999999997,0.1875,0.2902960557522876,8000000.43825318,0.1528055368274083,0.007178243951193723,2.107607987829037,15.0,8000001
17.0,82.90204893013617,17.813588544713863,0.9688317945823146,0.13729873735215434,7999871.963524862,0.0,27.21470712323632,100.71563747485004,30.934374924340876,0.05812990767493888,0.03875327178329259,0.07559640867565644,4.145102446506809,0.35627177089427725,3.2064459380484953,34.42776564763317,31.08777120718412,0.0,3.339994440449053,0.0,0.0,0.0,0.0,8.290204893013618,8.290204893013618,0.375,0.03749999999999999,0.1875,0.17687013646874986,7999999.893869461,0.3866796382193061,0.004438387317925733,34.42776564763317,15.0,8000001,13.117276530346809,5.5125124149892955,0.5317829640844682,0.1078520573332336,7999967.792003078,0.0,13.938572940153366,18.629788945336102,13.526643489164805,0.03190697784506809,0.02127131856337873,0.038718258167092685,0.6558638265173404,0.11025024829978591,0.9922522346980733,2.1649523648984106,1.1313604949041165,0.0,1.0335918699942943,0.0,0.0,0.0,0.0,1.3117276530346809,1.3117276530346809,0.08625,0.008624999999999997,0.1875,0.2958977383567908,8000000.360364964,0.16908302247918225,0.007973305234193975,2.1649523648984106,15.0,8000001
18.0,108.02846436416807,23.214546089422456,1.2650771324904269,0.1816239322252425,7999832.716337847,0.0,35.59395062744786,131.24301045359053,40.405915719957804,0.07590462794942561,0.05060308529961708,0.09887208507624405,5.401423218208404,0.4642909217884491,4.178618296096042,44.862465919080655,40.50982930179532,0.0,4.352636617285336,0.0,0.0,0.0,0.0,10.802846436416807,10.802846436416807,0.375,0.03749999999999999,0.1875,0.17688215173661734,7999999.553298927,0.5050738833652372,0.004494983692091713,44.862465919080655,15.0,8000001,13.32688510979791,5.711910208245807,0.5880654670829092,0.13023690647666863,7999965.64061085,0.0,15.602291443924234,19.038795318043718,14.8484875409916,0.03528392802497455,0.023522618683316367,0.04333969845534509,0.6663442554898955,0.11423820416491615,1.028143837484245,2.2204173900159314,1.1494388634722679,0.0,1.0709785265436635,0.0,0.0,0.0,0.0,1.332688510979791,1.332688510979791,0.08625,0.008624999999999997,0.1875,0.3000142662825118,8000000.281697613,0.18560607106163612,0.008771055376322272,2.2204173900159314,15.0,8000001
19.0,140.7703830442405,30.25211202637493,1.6508950368070086,0.23948342610500709,7999781.574202845,0.0,46.512923612114925,171.02249507061543,52.748148047070195,0.09905370220842051,0.06603580147228034,0.12920256558920812,7.038519152212025,0.6050422405274987,5.445380164747488,58.45957497461756,52.78745820967042,0.0,5.67211676494714,0.0,0.0,0.0,0.0,14.07703830442405,14.07703830442405,0.375,0.03749999999999999,0.1875,0.17688966596987016,7999999.109621528,0.6593517681694064,0.0045401295585070075,58.45957497461756,15.0,8000001,13.558238353523343,5.895174543097852,0.6426234781592651,0.15483960624557233,7999963.439054278,0.0,17.310069727858163,19.453412896621195,16.192399480829792,0.03855740868955591,0.025704939126370608,0.048083527021828235,0.6779119176761672,0.11790349086195703,1.0611314177576134,2.2747328313868467,1.1693926840983762,0.0,1.1053401472884707,0.0,0.0,0.0,0.0,1.3558238353523344,1.3558238353523344,0.08625,0.008624999999999997,0.1875,0.3030406322235502,8000000.202536902,0.20240496820975137,0.009562486796900435,2.2747328313868467,15.0,8000001
20.0,183.43567893074538,39.42237412014311,2.153448185232785,0.3149709519866372,7999714.932219105,0.0,60.74130869712097,222.8580530508885,68.83112977213686,0.1292068911139671,0.08613792740931141,0.1687258574920027,9.17178394653727,0.7884474824028622,7.096027341625761,76.17737416848865,68.78594105601317,0.0,7.391433112475476,0.0,0.0,0.0,0.0,18.34356789307454,18.34356789307454,0.375,0.03749999999999999,0.1875,0.17689454601463836,7999998.531580853,0.860389014603084,0.0045759956727332235,76.17737416848865,15.0,8000001,13.80750715307669,6.067022269997316,0.6953610117422304,0.18158894054381863,7999961.188317485,0.0,19.060203126064373,19.874529423074005,17.560355901015072,0.04172166070453383,0.027814440469689217,0.052945008683512144,0.6903753576538345,0.12134044539994633,1.0920640085995168,2.328452835311334,1.1908916960435358,0.0,1.137561139267798,0.0,0.0,0.0,0.0,1.380750715307669,1.380750715307669,0.08625,0.008624999999999997,0.1875,0.30526620987330655,8000000.123050033,0.21950442132463574,0.010340846254335992,2.328452835311334,15.0,8000001
21.0,239.03149277555264,51.37173313560103,2.8081311428596516,0.41342156361776394,7999628.0931643965,0.0,79.28205697545692,290.40322591115364,89.78858365464163,0.1684878685715791,0.11232524571438607,0.2202279360429359,11.951574638777632,1.0274346627120208,9.246911964408186,99.2644224659895,89.63266761350893,0.0,9.631754852480576,0.0,0.0,0.0,0.0,23.903149277555265,23.903149277555265,0.375,0.03749999999999999,0.1875,0.17689794241926834,7999997.7784472825,1.122357155388376,0.004604388963389023,99.2644224659895,15.0,8000001,14.071846688816446,6.231014045588805,0.7462695175594737,0.21041168152962209,7999958.8888946045,0.0,20.851563452283504,20.30286073440525,18.954001259424075,0.04477617105356842,0.029850780702378947,0.0579210095896764,0.7035923344408224,0.1246202809117761,1.1215825282059848,2.381999656667313,1.2136905332864534,0.0,1.1683091233808596,0.0,0.0,0.0,0.0,1.4071846688816447,1.4071846688816447,0.08625,0.008624999999999997,0.1875,0.30690325501911764,8000000.043318792,0.2369249861271777,0.01110117482054106,2.381999656667313,15.0,8000001
22.0,311.47599643757815,66.94244158579394,3.6610643995967562,0.541787815430352,7999514.936645544,0.0,103.44206420562581,378.4184380233721,117.09778096752032,0.21966386397580537,0.14644257598387025,0.28733906723784947,15.573799821878907,1.3388488317158789,12.04963948544291,129.34741506271493,116.79646328720912,0.0,12.550951775505805,0.0,0.0,0.0,0.0,31.147599643757815,31.147599643757815,0.375,0.03749999999999999,0.1875,0.17690058110133472,7999996.797147772,1.4637220791287442,0.004626798312946929,129.34741506271493,15.0,8000001,14.349152716938194,6.389841766708706,0.7954004024666094,0.2412355177112331,7999956.540906099,0.0,22.68346349078625,20.7389944836469,20.37473373415561,0.047724024147996556,0.03181601609866438,0.06300962080773959,0.7174576358469097,0.12779683533417413,1.1501715180075671,2.4356965325306925,1.2376077043033609,0.0,1.1980888282273314,0.0,0.0,0.0,0.0,1.4349152716938194,1.4349152716938194,0.08625,0.008624999999999997,0.1875,0.3081075975861424,7999999.963364073,0.2546841398414276,0.011839934737740055,2.4356965325306925,15.0,8000001
23.0,405.8742153629072,87.23192707775884,4.772343888689034,0.7091299126659295,7999367.488132077,0.0,134.92425167138728,493.106142440666,152.68361378129745,0.286340633321342,0.19089375554756136,0.37478958797607576,20.29371076814536,1.744638541555177,15.701746873996592,168.5455845732165,152.19088225392338,0.0,16.354702319293114,0.0,0.0,0.0,0.0,40.58742153629072,40.58742153629072,0.375,0.03749999999999999,0.1875,0.17690294151680577,7999995.518526189,1.9085449336981015,0.0046444401930496645,168.5455845732165,15.0,8000001,14.637878391767552,6.545544634047066,0.8428449310894227,0.27399103540837205,7999954.1441861205,0.0,24.555554881902637,21.18342302581462,21.82376983015057,0.050570695865365355,0.03371379724357691,0.06820987467195178,0.7318939195883776,0.13091089268094133,1.178198034128472,2.489792395022262,1.262509793010135,0.0,1.227282602012127,0.0,0.0,0.0,0.0,1.4637878391767551,1.4637878391767551,0.08625,0.008624999999999997,0.1875,0.30899371768531037,7999999.883164028,0.27279708877724607,0.012554706979627345,2.489792395022262,15.0,8000001
24.0,528.8772356836504,113.67006631037671,6.220274565392708,0.927254350237767,7999175.357642226,0.0,175.94752685440042,642.5473019940271,199.05417072024804,0.37321647392356244,0.24881098261570833,0.48874313015111226,26.44386178418252,2.2734013262075345,20.46061193586781,219.61962880683186,198.30867196190883,0.0,21.31095684492303,0.0,0.0,0.0,0.0,52.88772356836504,52.88772356836504,0.375,0.03749999999999999,0.1875,0.1769053670564371,7999993.852471074,2.4881768229809973,0.004658301541146485,219.61962880683186,15.0,8000001,14.936896591185818,6.699671568689536,0.8887196201823448,0.30861300980802975,7999951.698348061,0.0,26.467751143848787,21.636568159875353,23.302193015713705,0.05332317721094069,0.0355487848072938,0.07352153095513551,0.7468448295592909,0.13399343137379072,1.2059408823641165,2.5444804499641838,1.2882995843461844,0.0,1.2561808656179994,0.0,0.0,0.0,0.0,1.4936896591185818,1.4936896591185818,0.08625,0.008624999999999997,0.1875,0.3096457589385161,7999999.8026673645,0.29127737628674927,0.013243947022493475,2.5444804499641838,15.0,8000001
